timestamp,id,side,price,quantity
00:34:47.062570,1,SELL,13.04,30
00:34:47.062570,2,SELL,13.04,5
00:34:47.062570,3,BUY,13.04,105
00:34:47.062570,4,BUY,13.04,76
00:34:47.062570,5,BUY,13.04,76
00:34:47.062570,6,BUY,13.04,343
00:34:47.062570,7,BUY,13.04,449
00:34:47.062570,8,BUY,13.04,29
00:34:47.062570,9,BUY,13.04,169
00:34:47.062570,10,BUY,13.04,122
00:34:47.062570,11,BUY,13.04,149
00:34:47.062570,12,BUY,13.04,182
00:34:47.062570,13,BUY,13.04,54
00:34:47.062570,14,BUY,13.04,166
00:34:47.062570,15,BUY,13.04,10
00:34:47.062570,16,BUY,13.04,32
00:34:47.062570,17,BUY,13.04,4
00:34:47.062570,18,BUY,13.04,54
00:34:47.062570,19,BUY,13.04,246
00:34:47.062570,20,BUY,13.04,250
00:34:47.062570,21,BUY,13.04,100
00:34:47.062570,22,BUY,13.04,154
00:34:47.062570,23,BUY,13.04,71
00:34:47.062570,24,BUY,13.04,254
00:34:47.062570,25,BUY,13.04,1080
00:34:47.062570,26,BUY,13.04,158
00:35:09.353570,27,BUY,13.04,242
00:35:09.353570,28,BUY,13.04,1026
00:36:17.300570,29,SELL,13.04,500
00:37:18.789570,30,BUY,13.05,100
00:37:18.789570,31,BUY,13.05,68
00:37:18.789570,32,BUY,13.05,632
00:37:18.789570,33,BUY,13.05,1368
00:37:46.940570,34,BUY,13.08,1086
00:37:47.861570,35,BUY,13.08,543
00:38:18.571570,36,BUY,13.08,371
00:38:18.571570,37,BUY,13.08,172
00:38:38.987570,38,BUY,13.08,40
00:40:08.269570,39,BUY,13.08,566
00:40:08.311570,40,BUY,13.08,222
00:40:08.311570,41,BUY,13.08,286
00:40:08.311570,42,BUY,13.08,475
00:40:24.611570,43,SELL,13.07,2200
00:40:24.611570,44,SELL,13.07,1208
00:40:42.542570,45,SELL,13.06,1087
00:40:42.542570,46,SELL,13.06,87
00:40:42.558570,47,SELL,13.06,900
00:40:42.583570,48,BUY,13.08,1177
00:40:42.599570,49,SELL,13.06,392
00:40:42.599570,50,SELL,13.06,600
00:40:42.599570,51,SELL,13.06,543
00:40:42.599570,52,SELL,13.06,23
00:40:42.599570,53,SELL,13.06,43
00:40:42.599570,54,SELL,13.06,566
00:40:42.600570,55,SELL,13.05,1000
00:40:42.600570,56,SELL,13.03,64
00:40:42.628570,57,BUY,13.08,1100
00:40:42.667570,58,BUY,13.06,727
00:40:44.753570,59,BUY,13.06,60
00:40:57.823570,60,BUY,13.06,213
00:40:57.823570,61,BUY,13.06,1101
00:40:57.823570,62,BUY,13.08,1467
00:40:57.823570,63,BUY,13.08,300
00:41:15.709570,64,BUY,13.09,69
00:41:15.709570,65,BUY,13.09,160
00:42:03.431570,66,BUY,13.09,1840
00:42:03.431570,67,BUY,13.09,2175
00:42:03.431570,68,BUY,13.09,122
00:42:03.431570,69,BUY,13.09,100
00:42:03.431570,70,BUY,13.09,763
00:43:35.141570,71,SELL,13.06,374
00:43:35.201570,72,SELL,13.06,126
00:43:35.201570,73,SELL,13.06,742
00:43:40.218570,74,BUY,13.08,100
00:43:40.218570,75,BUY,13.08,100
00:45:03.228570,76,SELL,13.07,393
00:45:11.403570,77,SELL,13.07,255
00:46:31.170570,78,SELL,13.03,1000
00:46:31.170570,79,SELL,13.02,2000
00:46:31.170570,80,SELL,13.02,566
00:46:31.170570,81,SELL,13.01,712
00:46:31.218570,82,BUY,13.03,1000
00:46:31.230570,83,SELL,13.01,288
00:46:31.230570,84,SELL,13.01,476
00:46:37.597570,85,BUY,13.03,1629
00:48:13.067570,86,SELL,13.01,1000
00:48:23.688570,87,SELL,13.01,87
00:48:23.778570,88,BUY,13.01,413
00:48:23.794570,89,BUY,13.01,413
00:48:23.796570,90,BUY,13.01,500
00:48:23.796570,91,BUY,13.01,500
00:48:23.796570,92,BUY,13.01,500
00:48:23.812570,93,BUY,13.01,87
00:48:32.596570,94,SELL,13,10
00:48:32.596570,95,SELL,13,60
00:48:32.596570,96,SELL,13,100
00:48:32.596570,97,SELL,12.99,100
00:48:32.596570,98,SELL,12.99,100
00:48:32.596570,99,SELL,12.99,300
00:48:32.596570,100,SELL,12.98,491
00:48:42.736570,101,SELL,12.97,555
00:51:00.891570,102,SELL,12.99,607
00:51:00.905570,103,SELL,12.99,223
00:52:33.455570,104,BUY,12.99,1920
00:52:33.455570,105,BUY,12.99,3774
00:52:33.455570,106,BUY,12.99,1249
00:52:33.455570,107,BUY,12.99,1000
00:52:33.510570,108,SELL,12.99,1675
00:52:33.514570,109,BUY,13,1200
00:52:33.519570,110,BUY,13,800
00:52:33.519570,111,BUY,13,830
00:52:33.519570,112,BUY,13,170
00:52:33.519570,113,BUY,13,600
00:52:33.519570,114,BUY,13,230
00:53:24.644570,115,BUY,13.02,10
00:54:32.076570,116,SELL,13,250
00:54:32.076570,117,SELL,13,567
00:54:32.076570,118,SELL,13,252
00:54:32.076570,119,SELL,12.99,382
00:54:32.076570,120,SELL,12.99,1000
00:54:32.117570,121,SELL,13,612
00:54:54.132570,122,BUY,13,278
00:58:16.293570,123,BUY,13,200
00:58:19.344570,124,BUY,13,382
00:58:19.363570,125,SELL,13,118
00:59:44.075570,126,SELL,12.98,140
00:59:44.075570,127,SELL,12.98,3272
00:59:44.075570,128,SELL,12.98,566
00:59:44.075570,129,SELL,12.98,324
00:59:44.573570,130,BUY,13.01,903
00:59:56.906570,131,SELL,12.98,503
00:59:56.906570,132,SELL,12.98,500
01:01:38.805570,133,SELL,12.97,100
01:01:38.805570,134,SELL,12.97,509
01:02:01.673570,135,SELL,12.96,61
01:02:12.294570,136,SELL,12.96,746
01:02:12.294570,137,SELL,12.96,254
01:02:12.310570,138,SELL,12.96,312
01:02:17.500570,139,BUY,12.97,391
01:02:17.500570,140,BUY,12.97,400
01:02:17.500570,141,BUY,12.97,25
01:05:16.762570,142,SELL,12.94,499
01:05:16.762570,143,SELL,12.94,614
01:05:16.762570,144,SELL,12.94,928
01:05:16.762570,145,SELL,12.94,1000
01:05:16.762570,146,SELL,12.94,447
01:05:16.762570,147,SELL,12.94,566
01:05:16.762570,148,SELL,12.94,211
01:05:16.779570,149,SELL,12.94,1827
01:05:17.960570,150,SELL,12.94,830
01:05:17.960570,151,SELL,12.94,1902
01:05:17.976570,152,SELL,12.94,470
01:05:17.976570,153,SELL,12.94,615
01:05:17.994570,154,BUY,12.94,86
01:05:18.247570,155,BUY,12.97,1451
01:06:38.816570,156,BUY,12.95,250
01:06:38.816570,157,BUY,12.95,4484
01:06:38.849570,158,SELL,12.95,266
01:06:38.867570,159,BUY,12.95,2385
01:06:40.066570,160,BUY,12.96,1000
01:06:40.066570,161,BUY,12.96,73
01:06:40.083570,162,BUY,12.96,389
01:06:41.876570,163,BUY,12.96,430
01:06:41.915570,164,BUY,12.96,197
01:06:45.040570,165,BUY,12.97,2041
01:07:22.596570,166,SELL,12.95,1000
01:07:22.627570,167,SELL,12.95,1000
01:07:22.627570,168,SELL,12.95,303
01:07:22.661570,169,SELL,12.95,728
01:07:22.661570,170,SELL,12.95,1100
01:07:22.661570,171,SELL,12.95,759
01:07:25.710570,172,SELL,12.94,250
01:07:30.993570,173,BUY,12.94,1109
01:07:31.009570,174,BUY,12.94,107
01:09:02.675570,175,SELL,12.93,97
01:09:02.691570,176,SELL,12.93,41
01:09:03.867570,177,SELL,12.93,669
01:09:03.867570,178,SELL,12.93,760
01:09:03.886570,179,SELL,12.93,427
01:09:03.886570,180,SELL,12.93,186
01:09:03.961570,181,SELL,12.93,741
01:09:03.978570,182,SELL,12.93,85
01:09:03.978570,183,SELL,12.93,232
01:09:11.364570,184,SELL,12.93,3083
01:09:11.364570,185,SELL,12.93,1185
01:09:11.380570,186,SELL,12.93,89
01:09:11.380570,187,SELL,12.93,145
01:09:56.199570,188,SELL,12.93,55
01:09:56.199570,189,SELL,12.93,700
01:09:56.215570,190,SELL,12.93,323
01:11:45.279570,191,SELL,12.93,59
01:11:45.279570,192,SELL,12.93,100
01:11:45.279570,193,SELL,12.93,100
01:11:45.279570,194,SELL,12.93,79
01:11:45.296570,195,SELL,12.93,488
01:11:45.296570,196,SELL,12.93,100
01:11:45.296570,197,SELL,12.93,1166
01:11:45.296570,198,SELL,12.93,46
01:11:45.296570,199,SELL,12.93,192
01:11:45.296570,200,SELL,12.93,192
01:11:45.296570,201,SELL,12.93,192
01:11:45.296570,202,SELL,12.93,145
01:11:45.298570,203,SELL,12.93,220
01:11:45.713570,204,SELL,12.92,1000
01:11:45.751570,205,BUY,12.92,735
01:11:45.751570,206,BUY,12.92,192
01:11:45.751570,207,BUY,12.92,186
01:11:45.780570,208,BUY,12.92,428
01:12:14.245570,209,SELL,12.91,100
01:12:14.245570,210,SELL,12.91,100
01:12:14.283570,211,BUY,12.91,86
01:12:18.288570,212,SELL,12.91,100
01:12:23.692570,213,BUY,12.91,43
01:12:23.692570,214,BUY,12.91,57
01:12:28.407570,215,BUY,12.91,1000
01:12:34.909570,216,BUY,12.91,453
01:12:34.930570,217,BUY,12.91,453
01:12:48.726570,218,SELL,12.9,200
01:12:48.726570,219,SELL,12.9,28
01:12:48.752570,220,SELL,12.9,81
01:12:48.752570,221,SELL,12.9,162
01:12:48.752570,222,SELL,12.9,49
01:12:53.418570,223,BUY,12.91,3843
01:12:53.418570,224,BUY,12.91,1157
01:12:53.434570,225,BUY,12.91,1119
01:12:53.434570,226,BUY,12.91,1064
01:12:53.438570,227,BUY,12.91,1064
01:12:53.469570,228,BUY,12.91,617
01:12:53.496570,229,BUY,12.91,1397
01:12:53.498570,230,SELL,12.9,787
01:12:53.530570,231,SELL,12.9,164
01:12:53.530570,232,SELL,12.9,173
01:12:53.699570,233,SELL,12.9,1374
01:12:53.699570,234,SELL,12.9,100
01:12:53.699570,235,SELL,12.9,617
01:12:53.718570,236,BUY,12.9,507
01:12:53.731570,237,BUY,12.9,617
01:12:53.734570,238,BUY,12.9,279
01:12:53.766570,239,BUY,12.9,218
01:12:55.116570,240,SELL,12.89,1000
01:12:55.116570,241,SELL,12.89,617
01:12:55.152570,242,SELL,12.89,617
01:12:56.085570,243,BUY,12.93,1000
01:12:56.085570,244,BUY,12.93,2143
01:12:59.727570,245,SELL,12.88,575
01:12:59.758570,246,BUY,12.9,1276
01:12:59.758570,247,BUY,12.9,71
01:12:59.799570,248,SELL,12.88,617
01:12:59.799570,249,SELL,12.88,400
01:12:59.799570,250,SELL,12.88,767
01:12:59.954570,251,SELL,12.88,1492
01:12:59.954570,252,SELL,12.88,53
01:13:38.211570,253,SELL,12.88,66
01:13:38.211570,254,SELL,12.88,617
01:13:38.211570,255,SELL,12.88,50
01:14:37.216570,256,SELL,12.89,731
01:15:07.015570,257,BUY,12.9,130
01:15:07.015570,258,BUY,12.9,870
01:15:07.016570,259,BUY,12.9,403
01:15:07.016570,260,BUY,12.9,711
01:15:13.995570,261,BUY,12.9,111
01:15:13.995570,262,BUY,12.9,507
01:15:16.798570,263,BUY,12.9,316
01:15:16.798570,264,BUY,12.9,302
01:15:16.853570,265,BUY,12.9,70
01:15:16.853570,266,BUY,12.9,548
01:15:21.793570,267,BUY,12.9,250
01:15:21.848570,268,BUY,12.9,25
01:15:21.902570,269,BUY,12.9,531
01:15:29.909570,270,BUY,12.9,200
01:15:43.337570,271,BUY,12.9,92
01:15:43.337570,272,BUY,12.9,208
01:16:44.256570,273,BUY,12.9,854
01:16:44.256570,274,BUY,12.9,1791
01:16:44.256570,275,BUY,12.9,1033
01:16:44.256570,276,BUY,12.9,822
01:16:45.989570,277,BUY,12.9,1178
01:16:45.989570,278,BUY,12.9,822
01:16:46.882570,279,BUY,12.9,996
01:16:46.882570,280,BUY,12.9,1004
01:16:47.798570,281,BUY,12.9,2000
01:16:48.892570,282,BUY,12.9,1661
01:17:02.038570,283,BUY,12.91,3050
01:17:02.058570,284,SELL,12.91,1307
01:17:05.756570,285,SELL,12.91,643
01:17:05.774570,286,SELL,12.91,275
01:17:06.860570,287,SELL,12.91,2745
01:17:08.765570,288,SELL,12.9,339
01:17:16.805570,289,BUY,12.9,500
01:17:16.821570,290,BUY,12.9,677
01:17:16.821570,291,BUY,12.9,3095
01:17:18.962570,292,BUY,12.9,1000
01:17:31.212570,293,BUY,12.9,471
01:17:37.320570,294,BUY,12.94,308
01:17:37.769570,295,BUY,12.94,692
01:17:37.769570,296,BUY,12.94,980
01:17:37.769570,297,BUY,12.94,963
01:17:37.812570,298,SELL,12.93,950
01:17:41.328570,299,BUY,12.92,818
01:17:44.461570,300,SELL,12.91,500
01:17:46.151570,301,SELL,12.9,529
01:17:46.151570,302,SELL,12.9,471
01:17:46.151570,303,SELL,12.9,500
01:17:46.151570,304,SELL,12.9,500
01:17:46.180570,305,SELL,12.9,66
01:17:46.180570,306,SELL,12.9,100
01:17:46.180570,307,SELL,12.9,1000
01:17:47.337570,308,BUY,12.9,942
01:17:47.353570,309,BUY,12.9,950
01:17:47.369570,310,BUY,12.9,33
01:18:44.460570,311,BUY,12.9,100
01:18:57.122570,312,BUY,12.9,300
01:18:57.122570,313,BUY,12.9,43
01:18:58.398570,314,BUY,12.9,128
01:19:10.252570,315,SELL,12.9,731
01:19:10.266570,316,SELL,12.9,269
01:19:12.486570,317,BUY,12.9,45
01:20:10.633570,318,BUY,12.91,278
01:20:49.801570,319,SELL,12.9,100
01:22:10.387570,320,SELL,12.89,269
01:22:10.387570,321,SELL,12.89,200
01:22:10.387570,322,SELL,12.89,724
01:22:10.387570,323,SELL,12.89,350
01:22:10.387570,324,SELL,12.89,949
01:22:10.387570,325,SELL,12.89,566
01:22:10.387570,326,SELL,12.89,807
01:22:10.387570,327,SELL,12.89,900
01:22:10.389570,328,SELL,12.89,75
01:22:10.389570,329,SELL,12.88,120
01:22:10.389570,330,SELL,12.88,907
01:22:10.398570,331,SELL,12.88,93
01:22:43.628570,332,SELL,12.87,90
01:22:43.628570,333,SELL,12.87,108
01:22:43.628570,334,SELL,12.87,102
01:23:17.216570,335,SELL,12.87,929
01:23:17.216570,336,SELL,12.87,71
01:23:17.232570,337,SELL,12.87,316
01:23:17.232570,338,SELL,12.87,71
01:23:17.234570,339,SELL,12.87,362
01:25:57.262570,340,SELL,12.87,250
01:25:57.296570,341,BUY,12.87,107
01:27:28.294570,342,SELL,12.86,731
01:27:28.313570,343,SELL,12.86,269
01:27:28.313570,344,SELL,12.86,44
01:27:29.082570,345,SELL,12.86,100
01:27:29.095570,346,SELL,12.86,43
01:29:49.224570,347,BUY,12.87,758
01:29:49.224570,348,BUY,12.87,819
01:29:49.225570,349,BUY,12.87,1000
01:29:49.242570,350,BUY,12.87,819
01:29:49.242570,351,BUY,12.87,749
01:29:49.244570,352,BUY,12.87,355
01:29:49.244570,353,BUY,12.87,464
01:29:49.256570,354,BUY,12.87,78
01:29:49.271570,355,BUY,12.87,277
01:29:49.271570,356,BUY,12.87,78
01:29:49.461570,357,BUY,12.87,472
01:29:49.461570,358,BUY,12.87,640
01:30:06.455570,359,BUY,12.87,179
01:30:06.455570,360,BUY,12.87,427
01:30:06.455570,361,BUY,12.87,612
01:30:06.455570,362,BUY,12.87,1782
01:30:09.301570,363,BUY,12.87,819
01:30:09.301570,364,BUY,12.87,809
01:30:10.521570,365,BUY,12.87,567
01:32:05.525570,366,SELL,12.86,318
01:32:05.525570,367,SELL,12.86,300
01:32:05.525570,368,SELL,12.86,543
01:32:05.525570,369,SELL,12.86,566
01:32:05.525570,370,SELL,12.86,1063
01:32:05.525570,371,SELL,12.86,1399
01:32:05.525570,372,SELL,12.86,806
01:32:05.525570,373,SELL,12.86,5
01:32:05.544570,374,SELL,12.86,2915
01:32:06.645570,375,SELL,12.85,70
01:32:06.645570,376,SELL,12.85,200
01:32:06.645570,377,SELL,12.85,362
01:32:06.661570,378,SELL,12.85,638
01:32:06.661570,379,SELL,12.85,300
01:32:06.661570,380,SELL,12.85,1000
01:32:06.661570,381,SELL,12.85,80
01:32:06.673570,382,SELL,12.84,90
01:32:06.673570,383,SELL,12.84,300
01:32:06.673570,384,SELL,12.84,140
01:32:07.238570,385,SELL,12.83,200
01:33:38.231570,386,BUY,12.84,530
01:33:38.247570,387,BUY,12.84,819
01:33:38.247570,388,BUY,12.84,819
01:33:38.247570,389,BUY,12.84,189
01:33:38.247570,390,BUY,12.84,11
01:33:38.247570,391,BUY,12.84,193
01:33:38.247570,392,BUY,12.84,915
01:33:38.259570,393,BUY,12.84,289
01:33:58.473570,394,BUY,12.84,518
01:34:35.381570,395,SELL,12.83,1000
01:34:35.381570,396,SELL,12.83,2806
01:34:35.381570,397,SELL,12.83,194
01:35:10.037570,398,BUY,12.84,12
01:35:10.037570,399,BUY,12.84,823
01:35:17.303570,400,BUY,12.84,819
01:35:17.303570,401,BUY,12.84,747
01:35:19.397570,402,BUY,12.84,76
01:35:19.397570,403,BUY,12.84,89
01:35:25.178570,404,BUY,12.84,730
01:35:25.178570,405,BUY,12.84,823
01:35:25.178570,406,BUY,12.84,1109
01:36:42.161570,407,BUY,12.84,80
01:36:44.570570,408,BUY,12.84,739
01:36:44.570570,409,BUY,12.84,823
01:36:44.570570,410,BUY,12.84,438
01:37:00.429570,411,BUY,12.84,86
01:37:00.429570,412,BUY,12.84,819
01:37:00.429570,413,BUY,12.84,823
01:37:00.429570,414,BUY,12.84,628
01:37:04.352570,415,SELL,12.83,100
01:37:04.352570,416,SELL,12.83,631
01:37:53.407570,417,SELL,12.83,2056
01:37:53.407570,418,SELL,12.83,1000
01:37:53.407570,419,SELL,12.83,1050
01:37:53.407570,420,SELL,12.83,200
01:37:53.407570,421,SELL,12.83,300
01:37:53.407570,422,SELL,12.83,543
01:37:53.407570,423,SELL,12.83,51
01:37:53.412570,424,SELL,12.83,1100
01:37:53.425570,425,SELL,12.83,263
01:37:53.425570,426,SELL,12.83,200
01:38:00.535570,427,BUY,12.83,21
01:38:00.535570,428,BUY,12.83,48
01:38:05.035570,429,SELL,12.83,300
01:38:07.635570,430,SELL,12.83,431
01:38:14.079570,431,SELL,12.82,20
01:38:16.030570,432,BUY,12.83,50
01:38:16.030570,433,BUY,12.83,819
01:38:16.036570,434,BUY,12.83,231
01:38:27.585570,435,BUY,12.83,102
01:38:27.585570,436,BUY,12.83,20
01:38:27.585570,437,BUY,12.83,3496
01:38:27.585570,438,BUY,12.84,4801
01:38:27.585570,439,BUY,12.84,1581
01:38:28.710570,440,BUY,12.84,2644
01:38:28.710570,441,BUY,12.84,100
01:38:28.710570,442,BUY,12.84,622
01:38:28.710570,443,BUY,12.84,36
01:38:28.727570,444,BUY,12.84,718
01:38:28.925570,445,SELL,12.82,623
01:38:33.705570,446,SELL,12.83,2000
01:38:44.237570,447,BUY,12.84,200
01:38:56.096570,448,BUY,12.83,3000
01:39:01.515570,449,BUY,12.83,95
01:39:01.567570,450,SELL,12.83,605
01:39:02.067570,451,BUY,12.84,147
01:39:02.067570,452,BUY,12.84,2803
01:39:09.160570,453,SELL,12.82,10
01:39:09.176570,454,BUY,12.84,620
01:39:09.176570,455,BUY,12.84,176
01:39:14.264570,456,BUY,12.83,10
01:39:14.280570,457,SELL,12.83,964
01:39:22.333570,458,BUY,12.84,306
01:40:23.426570,459,SELL,12.84,70
01:40:26.881570,460,SELL,12.84,51
01:40:26.884570,461,SELL,12.84,573
01:40:39.065570,462,BUY,12.84,341
01:41:02.905570,463,BUY,12.85,60
01:41:10.405570,464,SELL,12.84,743
01:41:11.536570,465,SELL,12.84,396
01:42:19.523570,466,BUY,12.85,2500
01:42:27.714570,467,BUY,12.85,354
01:42:31.605570,468,BUY,12.85,96
01:42:31.605570,469,BUY,12.85,390
01:42:31.605570,470,BUY,12.85,142
01:42:31.605570,471,BUY,12.85,824
01:42:31.605570,472,BUY,12.85,659
01:42:31.605570,473,BUY,12.85,2855
01:42:31.605570,474,BUY,12.85,1406
01:42:34.536570,475,BUY,12.85,824
01:42:34.536570,476,BUY,12.85,1232
01:42:34.536570,477,BUY,12.85,544
01:42:36.162570,478,BUY,12.85,1634
01:42:36.162570,479,BUY,12.85,824
01:42:37.423570,480,BUY,12.85,824
01:42:37.423570,481,BUY,12.85,1280
01:42:39.356570,482,BUY,12.85,250
01:42:44.092570,483,BUY,12.85,574
01:42:44.092570,484,BUY,12.85,935
01:42:45.375570,485,BUY,12.85,2217
01:42:45.375570,486,BUY,12.85,283
01:42:52.303570,487,BUY,12.85,824
01:42:52.303570,488,BUY,12.85,176
01:42:52.986570,489,BUY,12.85,500
01:42:55.350570,490,BUY,12.85,100
01:43:08.324570,491,BUY,12.85,299
01:43:08.324570,492,BUY,12.85,871
01:43:08.324570,493,BUY,12.85,100
01:43:08.401570,494,SELL,12.85,980
01:43:40.978570,495,BUY,12.85,500
01:43:46.474570,496,BUY,12.85,179
01:44:17.352570,497,BUY,12.86,2500
01:44:17.352570,498,BUY,12.86,135
01:44:17.352570,499,BUY,12.87,365
01:44:57.022570,500,SELL,12.86,100
01:45:08.795570,501,BUY,12.86,807
01:45:08.865570,502,SELL,12.85,21
01:45:08.865570,503,SELL,12.85,500
01:45:08.865570,504,SELL,12.85,100
01:45:08.865570,505,SELL,12.85,807
01:45:08.865570,506,SELL,12.85,1539
01:45:08.865570,507,SELL,12.85,50
01:45:08.865570,508,SELL,12.85,1718
01:45:08.884570,509,SELL,12.85,3282
01:45:08.884570,510,SELL,12.85,803
01:45:16.072570,511,SELL,12.84,20
01:45:16.072570,512,SELL,12.84,980
01:45:16.089570,513,SELL,12.84,20
01:45:19.983570,514,SELL,12.83,26
